商品ID,商品名,ブランド,カテゴリ,価格,定価,在庫,販売開始日,初回検出日,キャッチコピー,詳細,商品情報,掲載中,URL
8363968,ソンシギョン監修 | 韓国プレミアム生マッコリ「璄濁酒」12度 12本セット （ギョンダクシュ 500ml x 12本）,ギョン,梅酒・果実酒,39000,39000,True,2026-02-17,2026-07-09,「バラードの皇帝」ソン・シギョンが手掛けた、こだわりのプレミアム生マッコリ,韓国の国民的歌手として愛されるソン・シギョンが、音楽制作への情熱と同じこだわりを込めてプロデュースした「璄濁酒（ギョンダクシュ）」。韓国現地で発売と同時に完売続出となった話題作が、ついに日本初上陸。韓国産米100%、人工甘味料無添加で約4週間の低温熟成を経て完成する、大人のための本格派生マッコリです。  一口目に広がるのは、熟したリンゴと梨を思わせる芳醇なフルーティーさ。続いてヨーグルトのようなクリーミーな酸味とコクが口の中を満たし、フィニッシュには甘さを引きずらないドライで上品な余韻が残ります。アルコール度数12度の重厚なボディでありながら、飲み疲れしない絶妙なバランスが魅力。韓国料理はもちろん、和食やチーズとの相性も抜群です。  通常のマッコリよりも高いアルコール度数12度は、原酒に近い濃厚さの証拠です。厳選された韓国産米のみを使用し、伝統的な製法で丁寧に醸造。氷を加えても薄まりにくく、最後の一滴まで深い味わいが続きます。冷蔵庫でよく冷やし、軽く振ってから開栓してお楽しみください。  ただのお酒ではない、ストーリーと話題性を持った「璄濁酒」は、韓国ドラマやK-POPがお好きな方、本格的なお酒を楽しむ方への贈り物として最適です。洗練されたボトルデザインと確かな品質で、誕生日や記念日、「お疲れ様」の気持ちを込めた特別な一本として喜ばれます。大切な方の晩酌時間を、より優雅で印象深いものに変える逸品です。,【商品情報】 • 商品名: 璄濁酒（ギョンダクシュ）プレミアム生マッコリ • 品目: 清酒 • アルコール度数: 12度 • 原材料: 米（韓国産100%）、精製水、麹（小麦含む）、酵母、酸度調整剤 • 内容量: 500ml × 12本 • 保存方法: 常温保存可（冷蔵 0～10℃ 推奨） • 賞味期限: 商品ラベルに記載（製造日から1年) 【ご注意】 ※本製品は小麦を含みます。アレルギーをお持ちの方はご注意ください ※開栓後はお早めにお召し上がりください ※原料由来の成分が沈殿することがありますが、品質には問題ありません,True,https://mall.line.me/sb/d84e5e64/8363968
8363910,ソンシギョン監修 | 韓国プレミアム生マッコリ「璄濁酒」12度 （ギョンダクシュ 500ml）,ギョン,梅酒・果実酒,3900,3900,True,2026-02-16,2026-07-09,「バラードの皇帝」ソン・シギョンが手掛けた、こだわりのプレミアム生マッコリ,韓国の国民的歌手として愛されるソン・シギョンが、音楽制作への情熱と同じこだわりを込めてプロデュースした「璄濁酒（ギョンダクシュ）」。韓国現地で発売と同時に完売続出となった話題作が、ついに日本初上陸。韓国産米100%、人工甘味料無添加で約4週間の低温熟成を経て完成する、大人のための本格派生マッコリです。  一口目に広がるのは、熟したリンゴと梨を思わせる芳醇なフルーティーさ。続いてヨーグルトのようなクリーミーな酸味とコクが口の中を満たし、フィニッシュには甘さを引きずらないドライで上品な余韻が残ります。アルコール度数12度の重厚なボディでありながら、飲み疲れしない絶妙なバランスが魅力。韓国料理はもちろん、和食やチーズとの相性も抜群です。  通常のマッコリよりも高いアルコール度数12度は、原酒に近い濃厚さの証拠です。厳選された韓国産米のみを使用し、伝統的な製法で丁寧に醸造。氷を加えても薄まりにくく、最後の一滴まで深い味わいが続きます。冷蔵庫でよく冷やし、軽く振ってから開栓してお楽しみください。  ただのお酒ではない、ストーリーと話題性を持った「璄濁酒」は、韓国ドラマやK-POPがお好きな方、本格的なお酒を楽しむ方への贈り物として最適です。洗練されたボトルデザインと確かな品質で、誕生日や記念日、「お疲れ様」の気持ちを込めた特別な一本として喜ばれます。大切な方の晩酌時間を、より優雅で印象深いものに変える逸品です。,【商品情報】 • 商品名: 璄濁酒（ギョンダクシュ）プレミアム生マッコリ • 品目: 清酒 • アルコール度数: 12度 • 原材料: 米（韓国産100%）、精製水、麹（小麦含む）、酵母、酸度調整剤 • 内容量: 500ml × 1本 • 保存方法: 常温保存可（冷蔵 0～10℃ 推奨） • 賞味期限: 商品ラベルに記載 （製造日から1年) 【ご注意】 ※本製品は小麦を含みます。アレルギーをお持ちの方はご注意ください ※開栓後はお早めにお召し上がりください ※原料由来の成分が沈殿することがありますが、品質には問題ありません,True,https://mall.line.me/sb/d84e5e64/8363910
8363908,高級マッコリ12本セット 福順都家紅白マッコリ（白・ピンク 各935ml）【韓国 ボクソンドガ】,福順都家,梅酒・果実酒,36000,36000,True,2026-02-16,2026-07-09,福順都家の人気マッコリ2種を楽しむ12本セット,韓国を代表するプレミアムマッコリブランド 福順都家（ボクスンドガ）の定番商品を詰め合わせた12本セットです。 ＜セット内容＞ ・福順都家 手造りマッコリ（白）935ml × 6本 ・福順都家 赤米マッコリ（ピンク）935ml × 6本  良質な麹と韓国産米を使用し、伝統製法で丁寧に発酵。 粒子がきめ細かく、なめらかな口当たりが特長です。 穀物由来のやさしい旨味と、すっきりした後味が楽しめます。  韓国産米に赤米（紅麹米）を加えて発酵。 淡い赤色と穏やかな穀物の香りが特長です。 軽やかな飲み口で、白とは異なる風味を楽しめます。  ・20歳未満の方の飲酒は法律で禁止されています。 ・20歳未満の方への酒類の販売はいたしません。  福順都家は、韓国・蔚山の自然豊かな土地で生まれたマッコリの醸造所です。 米が育ち、酒が息づく場所で、人と自然の調和を大切にしながら酒造りを続けています。 良質な国産米を厳選し、昔ながらの製法を守りながら、時間と手間を惜しまず仕込みます。 発酵の様子に耳を澄ませ、酒が生きていることを感じ取りながら、ひとつひとつ丁寧に向き合っています。 福順都家が目指すのは、派手さではなく、飲む人の心に静かに残る味わい。 受け継がれてきた知恵と真心を大切に、今日も変わらぬ姿勢でマッコリを造り続けています。,・酒類区分：濁酒（マッコリ） ・アルコール分：各 6.5％ ・内容量：各 935ml ・原材料 - 手造りマッコリ（白）：精製水、米（韓国産）、麹（小麦）、水飴、砂糖、アスパルテーム（甘味料・フェニルアラニン含有） - 赤米マッコリ（赤）：精製水、米（韓国産）、麹（小麦）、赤米（紅麹米）、水飴、砂糖、スクラロース（甘味料） ・原産国：韓国 ・賞味期限：容器に記載（製造日から3ヶ月) ・保存方法：10℃以下で冷蔵保存してください。,True,https://mall.line.me/sb/d84e5e64/8363908
8360815,【soon】プレミアム マッコリ 12本セット （500ml x 12本）,soon,梅酒・果実酒,33000,33000,True,2026-02-12,2026-07-09,韓国プレミアムクラフトマッコリ「soon」,米・水・麹・酵素のみを使い、 人工甘味料は一切使用しておりません。 自然な発酵作用によって作られているので健康にも美容にもいいお酒です。 フレッシュ感や、奥深いコク、さっぱりとした甘みが特徴です。  ・容量：500ml x 12本 ・アルコール度数：6％ ・原産国：韓国 ・原材料：米・水・麹・酵素,,True,https://mall.line.me/sb/d84e5e64/8360815
8356006,クラフト生マッコリ（700ml） 上質なプレミアム国産生マッコリ【ホワイトマンデー】,WhiteMonday,梅酒・果実酒,3980,3980,False,2026-02-07,2026-07-09,プレミアムクラフト生マッコリ 「White Monday」（ホワイトマンデー),真っ白な月曜日のように、静かに気持ちを整える一杯。 大切な人と囲む食卓や、ひとりで過ごす時間にも。その時々の気分やシーンに合わせて、表情の違いを感じられる一本。すっとした印象の日も、やわらかく落ち着いた時間にも、無理なく寄り添うナチュラルなクラフト生マッコリです。  特別な日の乾杯にも、 なにげない一日の終わりにも。 飲む人の時間に静かに寄り添う存在であることを大切にしています。  ・飲酒は20歳になってからお楽しみください。 ・20歳未満の方の飲酒は法律で禁止されています。 ・要冷蔵（5℃以下） 本商品は非加熱の生マッコリです。必ず冷蔵庫で、立てた状態で保存してください。 ・特殊キャップについて 炭酸が少しずつ抜ける構造のキャップを使用しています。横倒しでの保管は液漏れの原因となりますのでご注意ください。 ・開栓時のご注意 一気にキャップを開けると吹き出すおそれがあります。キャップを少しずつ緩めながら、ゆっくりと開けてください。 ・沈殿物について 底に沈殿物が見られる場合がありますが、原料由来の自然なものです。振らずに、ボトルをやさしく回して整えてください。 ・開栓後は、お早めにお召し上がりください。 ・直射日光の当たる場所や高温多湿の場所を避け、お子様の手の届かない場所で保管してください。,・アルコール度数：6.5度以上6.9度以下 ・賞味期限：フレッシュな味わいをお好みの方は、1ヶ月以内を目安に。 味の変化を楽しみたい方は、3ヶ月以内を目安に、 お好みのタイミングでお召し上がりください。 ・原産国：日本 ・製造場：芝山醸造 後藤 英毅（千葉県山武郡芝山町） ・販売者：株式会社ジンジャービーチイン（神奈川県逗子市） 【原材料名】 米（千葉県産コシヒカリ）、小麦麹、イースト、クエン酸 【お召し上がり方法】 冷蔵庫でしっかりと冷やしてお楽しみください。 注ぎたては、発酵由来の香りが立つことがあります。 グラスを軽く回し、空気に触れさせることで、 香りや味わいの変化をゆるやかにお楽しみいただけます。,True,https://mall.line.me/sb/d84e5e64/8356006
8356007,クラフト生マッコリ 2本ギフトセット（700ml×2）上質なプレミアム国産生マッコリ【ホワイトマンデー】,WhiteMonday,梅酒・果実酒,8900,8900,False,2026-02-07,2026-07-09,プレミアムクラフト生マッコリ 「White Monday」（ホワイトマンデー),真っ白な月曜日のように、静かに気持ちを整える一杯。 大切な人と囲む食卓や、ひとりで過ごす時間にも。その時々の気分やシーンに合わせて、表情の違いを感じられる一本。すっとした印象の日も、やわらかく落ち着いた時間にも、無理なく寄り添うナチュラルなクラフト生マッコリです。  特別な日の乾杯にも、 なにげない一日の終わりにも。 飲む人の時間に静かに寄り添う存在であることを大切にしています。  ・飲酒は20歳になってからお楽しみください。 ・20歳未満の方の飲酒は法律で禁止されています。 ・要冷蔵（5℃以下） 本商品は非加熱の生マッコリです。必ず冷蔵庫で、立てた状態で保存してください。 ・特殊キャップについて 炭酸が少しずつ抜ける構造のキャップを使用しています。横倒しでの保管は液漏れの原因となりますのでご注意ください。 ・開栓時のご注意 一気にキャップを開けると吹き出すおそれがあります。キャップを少しずつ緩めながら、ゆっくりと開けてください。 ・沈殿物について 底に沈殿物が見られる場合がありますが、原料由来の自然なものです。振らずに、ボトルをやさしく回して整えてください。 ・開栓後は、お早めにお召し上がりください。 ・直射日光の当たる場所や高温多湿の場所を避け、お子様の手の届かない場所で保管してください。,・アルコール度数：6.5度以上6.9度以下 ・賞味期限：フレッシュな味わいをお好みの方は、1ヶ月以内を目安に。 味の変化を楽しみたい方は、3ヶ月以内を目安に、 お好みのタイミングでお召し上がりください。 ・原産国：日本 ・製造場：芝山醸造 後藤 英毅（千葉県山武郡芝山町） ・販売者：株式会社ジンジャービーチイン（神奈川県逗子市） 【原材料名】 米（千葉県産コシヒカリ）、小麦麹、イースト、クエン酸 【お召し上がり方法】 冷蔵庫でしっかりと冷やしてお楽しみください。 注ぎたては、発酵由来の香りが立つことがあります。 グラスを軽く回し、空気に触れさせることで、 香りや味わいの変化をゆるやかにお楽しみいただけます。,True,https://mall.line.me/sb/d84e5e64/8356007
8350072,【ブラントン】ストレートフロムザバレル プレミアムバーボンウィスキー （700ml）,,洋酒,33000,33000,False,2026-01-31,2026-07-09,Blanton's STRAIGHT FROM THE BARREL (ブラントン ストレート フロム ザ バレル),完全無加水の樽出しバーボン フロムザバレルのボトリングは単一の樽から樽出しの状態です。 加水及びフィルターも一切使用せずに機出しの味わいそのものを封じ込めています。 アルコール度は樽により違い約63～68度と、これまで「度数が一番高いパーボン」といわれるブッカーズの63～64度凌ぐアルコール度数。  色は赤っぽい琥珀。 メロン、バナナ、皮製品、レモンと、アルコールが強いが優雅な香り。 ふわっとした、バーボンの香ばしさが鼻をすぎると強烈なアタックが舌に伝わり、後味は長くバニラ感もでてきます。 芳醇でパワフルな味わいのパーポンです。 世界で最も歴史と権威のある酒類のコンペティションIWSC2008において金賞、米国最大の国際酒類大会SWSC2011で特別金賞を受賞。  ブラントンは1984年、ケンタッキー州フランクフォート市の市制200周年を記念して誕生しました。 ブラントンの名は、エンシェントエイジ社の蒸溜所に40年間勤め「ディーン・オブ・ケンタッキー＝ケンタッキーの長老」と称されたバーボン造りの名人アルバート・ブラントン大佐に由来。そして、彼の精神と技術を継承した愛弟子、エルマー・T・リーが師への敬意を込めて世に送り出しました。 ブラントンの誕生によってひとつの樽からのみボトリングするシングルバレルという新しい価値観が生まれ、ブレンドが主流だったバーボン界に革新をもたらしました。その卓越した技術と伝統は現在へと受け継がれ、シングルバレルというボトル一本一本に異なる個性が宿る唯一無二の味わいを守り続けています。  ・この商品はお酒です。２０歳未満の飲酒は法律で禁止されています。 ・２０歳未満の者への酒類の販売はいたしません。,,True,https://mall.line.me/sb/d84e5e64/8350072
8340064,高級マッコリ2本セット 福順都家紅白マッコリ（白・ピンク 各935ml）【韓国 ボクソンドガ】誕生日,福順都家,梅酒・果実酒,5900,5900,True,2026-01-26,2026-07-09,福順都家の人気マッコリ2種を楽しむセット,韓国を代表するプレミアムマッコリブランド 福順都家（ボクスンドガ）の定番商品を詰め合わせた2本セットです。 ＜セット内容＞ ・福順都家 手造りマッコリ（白）935ml × 1本 ・福順都家 赤米マッコリ（ピンク）935ml × 1本  良質な麹と韓国産米を使用し、伝統製法で丁寧に発酵。 粒子がきめ細かく、なめらかな口当たりが特長です。 穀物由来のやさしい旨味と、すっきりした後味が楽しめます。  韓国産米に赤米（紅麹米）を加えて発酵。 淡い赤色と穏やかな穀物の香りが特長です。 軽やかな飲み口で、白とは異なる風味を楽しめます。  ・20歳未満の方の飲酒は法律で禁止されています。 ・20歳未満の方への酒類の販売はいたしません。  福順都家は、韓国・蔚山の自然豊かな土地で生まれたマッコリの醸造所です。 米が育ち、酒が息づく場所で、人と自然の調和を大切にしながら酒造りを続けています。 良質な国産米を厳選し、昔ながらの製法を守りながら、時間と手間を惜しまず仕込みます。 発酵の様子に耳を澄ませ、酒が生きていることを感じ取りながら、ひとつひとつ丁寧に向き合っています。 福順都家が目指すのは、派手さではなく、飲む人の心に静かに残る味わい。 受け継がれてきた知恵と真心を大切に、今日も変わらぬ姿勢でマッコリを造り続けています。,・酒類区分：濁酒（マッコリ） ・アルコール分：各 6.5％ ・内容量：各 935ml ・原材料 - 手造りマッコリ（白）：精製水、米（韓国産）、麹（小麦）、水飴、砂糖、アスパルテーム（甘味料・フェニルアラニン含有） - 赤米マッコリ（赤）：精製水、米（韓国産）、麹（小麦）、赤米（紅麹米）、水飴、砂糖、スクラロース（甘味料） ・原産国：韓国 ・賞味期限：容器に記載（製造日から3ヶ月) ・保存方法：10℃以下で冷蔵保存してください。,True,https://mall.line.me/sb/d84e5e64/8340064
8340065,高級マッコリ 福順都家 手造りマッコリ（白）935ml【韓国 ボクソンドガ】誕生日,福順都家,梅酒・果実酒,3600,3600,True,2026-01-26,2026-07-09,韓国を代表するプレミアムマッコリ 福順都家（ボクスンドガ）の定番商品、手造りマッコリ（白）,良質な麹と韓国産米を使用し、伝統的な製法で丁寧に発酵。 粒子が非常にきめ細かく、なめらかな口当たりが特長です。 マッコリ特有の重さが少なく、穀物由来のやさしい旨味と、すっきりとした後味を楽しめます。  ・本商品は酒類です。 ・20歳未満の方の飲酒は法律で禁止されています。 ・20歳未満の方への酒類の販売はいたしません。 ・妊娠中・授乳期の飲酒はお控えください。 ・酒類の特性上、お客様都合による返品・交換はお受けできません。 ・商品破損・誤配送の場合は、商品到着後速やかにご連絡ください。  福順都家（ボクソンドガ）は、韓国・蔚山の自然豊かな土地で生まれたマッコリの醸造所です。 米が育ち、酒が息づく場所で、人と自然の調和を大切にしながら酒造りを続けています。 良質な国産米を厳選し、昔ながらの製法を守りながら、時間と手間を惜しまず仕込みます。 発酵の様子に耳を澄ませ、酒が生きていることを感じ取りながら、ひとつひとつ丁寧に向き合っています。 福順都家が目指すのは、派手さではなく、飲む人の心に静かに残る味わい。 受け継がれてきた知恵と真心を大切に、今日も変わらぬ姿勢でマッコリを造り続けています。,・酒類区分：濁酒（マッコリ） ・アルコール分：6.5％ ・内容量：935ml ・原材料：精製水、米（韓国産）、麹（小麦）、水飴、砂糖、アスパルテーム（甘味料・フェニルアラニン含有） ・原産国：韓国 ・賞味期限：容器に記載（製造日から3ヶ月) ・保存方法：10℃以下で冷蔵保存してください。,True,https://mall.line.me/sb/d84e5e64/8340065
8340066,高級マッコリ福順都家 赤米マッコリ（ピンク）935ml 【韓国 ボクソンドガ】,福順都家,梅酒・果実酒,3600,3600,True,2026-01-26,2026-07-09,韓国を代表するプレミアムマッコリ 福順都家（ボクスンドガ）の人気商品、赤米マッコリ（ピンク）,国産米に赤米（紅麹米）を加えて発酵させたマッコリです。 淡い赤色の美しい外観と、穏やかな穀物の香りが感じられます。 軽やかな飲み口で、白とは異なる風味をお楽しみいただけます。  ・本商品は酒類です。 ・20歳未満の方の飲酒は法律で禁止されています。 ・20歳未満の方への酒類の販売はいたしません。 ・妊娠中・授乳期の飲酒はお控えください。 ・酒類の特性上、お客様都合による返品・交換はお受けできません。 ・商品破損・誤配送の場合は、商品到着後速やかにご連絡ください。  福順都家（ボクソンドガ）は、韓国・蔚山の自然豊かな土地で生まれたマッコリの醸造所です。 米が育ち、酒が息づく場所で、人と自然の調和を大切にしながら酒造りを続けています。 良質な国産米を厳選し、昔ながらの製法を守りながら、時間と手間を惜しまず仕込みます。 発酵の様子に耳を澄ませ、酒が生きていることを感じ取りながら、ひとつひとつ丁寧に向き合っています。 福順都家が目指すのは、派手さではなく、飲む人の心に静かに残る味わい。 受け継がれてきた知恵と真心を大切に、今日も変わらぬ姿勢でマッコリを造り続けています。,・酒類区分：濁酒（マッコリ） ・アルコール分：6.5％ ・内容量：935ml ・原材料：精製水、米（韓国産）、麹（小麦）、赤米（紅麹米）、水飴、砂糖、スクラロース（甘味料） ・原産国：韓国 ・賞味期限：容器に記載（製造日から3ヶ月) ・保存方法：10℃以下で冷蔵保存してください。,True,https://mall.line.me/sb/d84e5e64/8340066
8327785,定番人気ウォッカ|Van Gogh VODKA（ヴァンゴッホ）ミニ3本ギフトセット（各50ml）,VanGoghVODKA,洋酒,3500,3500,True,2026-01-21,2026-07-09,人気の3種のフルーツ・フレーヴァーのミニ・ウォッカ・セット。,【シトラス・ウォッカ】レモン風味で世界最高評価の五つ星ヴァンゴッホ・ウォッカの味を楽しめるシトラス。 【メロン・ウォッカ】ミニボトル一本あたりに高級赤肉系のカンタロープ種マスク・メロンを1.5個も贅沢に使用したメロンそのものの味と香りのメロン。 【スーパーベリー・ウォッカ】3種のベリーが楽しめるスーパーベリー。  ・この商品はお酒です。２０歳未満の飲酒は法律で禁止されています。 ・２０歳未満の者への酒類の販売はいたしません。  Van Gogh VODKAは、196年にわたり蒸留酒を造り続け、オランダのベアトリクス女王より“ロイヤル”の称号を授かった世界の名門蒸留所が並ぶスキーダム市のロイヤルディルクズワーヘル蒸留所で小バッチ製造の元祖クラフトウォッカです。 東京・銀座および浅草では、 Van Gogh VODKAの世界観を体感いただける 「ヴァン・ゴッホ・ウォッカ銀座 Bar」にて、 ウォッカやオリジナルカクテルをご提供しております。 機会がございましたら、ぜひご来店ください。,・容量：50ml×３ ・アルコール度数：40度/35度 ・賞味期限：なし ・製造元/原産国：オランダ,True,https://mall.line.me/sb/d84e5e64/8327785
8327786,ホリデーウォッカギフト|Van Gogh VODKA（ヴァンゴッホ）ミニ3本セット（各50ml）,VanGoghVODKA,洋酒,3500,3500,True,2026-01-21,2026-07-09,ホリデーの贈り物用にのフレーヴァーウォッカのミニ・ボトル・セット,チョコレート・フレーヴァーのリッチダーク・チョコレート・ウォッカは世界最高ランクの五つ星評価。 そしてもうひとつ五つ星評価のダブルエスプレッソ・ウォッカにバナナ・ウォッカと、人気のウォッカをセットにしました。 ・セット構成 【リッチダーク・チョコレート・ウォッカ】 【ダブルエスプレッソ・ウォッカ】 【バナナ・ウォッカ】  ・この商品はお酒です。２０歳未満の飲酒は法律で禁止されています。 ・２０歳未満の者への酒類の販売はいたしません。  Van Gogh VODKAは、196年にわたり蒸留酒を造り続け、オランダのベアトリクス女王より“ロイヤル”の称号を授かった世界の名門蒸留所が並ぶスキーダム市のロイヤルディルクズワーヘル蒸留所で小バッチ製造の元祖クラフトウォッカです。 東京・銀座および浅草では、 Van Gogh VODKAの世界観を体感いただける 「ヴァン・ゴッホ・ウォッカ銀座 Bar」にて、 ウォッカやオリジナルカクテルをご提供しております。 機会がございましたら、ぜひご来店ください。,・容量：50ml×３ ・アルコール度数：40度/35度 ・賞味期限：なし ・製造元/原産国：オランダ,True,https://mall.line.me/sb/d84e5e64/8327786
8317926,soon 韓国プレミアムマッコリ 1本（500ml）ギフトラッピング付き 誕生日,soon,梅酒・果実酒,3500,3500,True,2026-01-09,2026-07-09,韓国プレミアムクラフトマッコリ「soon」,米・水・麹・酵素のみを使い、 人工甘味料は一切使用しておりません。 自然な発酵作用によって作られているので健康にも美容にもいいお酒です。 フレッシュ感や、奥深いコク、さっぱりとした甘みが特徴です。  ・容量：500ml ・アルコール度数：6％ ・原産国：韓国 ・原材料：米・水・麹・酵素,,True,https://mall.line.me/sb/d84e5e64/8317926
8317930,【soon】プレミアム マッコリ 2本セット （500ml x 2本）,soon,梅酒・果実酒,6000,6000,True,2026-01-09,2026-07-09,韓国プレミアムクラフトマッコリ「soon」,米・水・麹・酵素のみを使い、 人工甘味料は一切使用しておりません。 自然な発酵作用によって作られているので健康にも美容にもいいお酒です。 フレッシュ感や、奥深いコク、さっぱりとした甘みが特徴です。  ・容量：500ml x 2本 ・アルコール度数：6％ ・原産国：韓国 ・原材料：米・水・麹・酵素,,True,https://mall.line.me/sb/d84e5e64/8317930
8312041,【soon】プレミアム マッコリ ギフトセット （クラフトマッコリsoon 2本 + オリジナルカップ 2個セット）,soon,梅酒・果実酒,12000,12000,True,2026-01-08,2026-07-09,韓国プレミアムクラフトマッコリギフトセット,米・水・麹・酵素のみを使い、 人工甘味料は一切使用しておりません。 自然な発酵作用によって作られているので健康にも美容にもいいお酒です。 フレッシュ感や、奥深いコク、さっぱりとした甘みが特徴です。 専用のカップとsoonが二つずつセットになっています。 ギフトにぴったりなセットです。 ・クラフトマッコリsoon 2本 + オリジナルカップ 2個セット  ・容量：500ml/瓶 ・アルコール度数：6％ ・原産国：韓国 ・原材料：米・水・麹・酵素,,True,https://mall.line.me/sb/d84e5e64/8312041
